"sexo","salario_anual","estado_civil","escolaridade","limite_credito","valor_transacoes_12m","classelimite_credito","classevalor_transacoes_12m"
"M","menos que $40K","solteiro","mestrado","3980.77","4449.81","limite de crédito médio para baixo","volume de transação média para alta"
"F","menos que $40K","casado","graduacao","2227.34","1972.31","limite de crédito médio para baixo","volume de transação média para alta"
"M","$80K - $120K","solteiro","doutorado","34516.19","2227.43","limite de crédito médio para alto","volume de transação média para alta"
"F","menos que $40K","casado","mestrado","1860.52","1731.19","limite de crédito médio para baixo","volume de transação média para baixa"
"M","$60K - $80K","na","mestrado","2830.0","1561.47","limite de crédito médio para baixo","volume de transação média para baixa"
"M","$40K - $60K","solteiro","graduacao","4559.56","1652.91","limite de crédito médio para baixo","volume de transação média para baixa"
"F","menos que $40K","casado","doutorado","4701.28","1679.96","limite de crédito médio para baixo","volume de transação média para baixa"
"M","$80K - $120K","casado","graduacao","1631.65","2962.4","limite de crédito médio para baixo","volume de transação média para alta"
"F","menos que $40K","solteiro","graduacao","2304.43","1273.55","limite de crédito médio para baixo","volume de transação média para baixa"
"M","$40K - $60K","casado","mestrado","5452.13","1347.35","limite de crédito médio para baixo","volume de transação média para baixa"
"M","$60K - $80K","casado","mestrado","7475.84","1592.77","limite de crédito médio para baixo","volume de transação média para baixa"
"F","na","solteiro","mestrado","11221.08","1564.41","limite de crédito médio para alto","volume de transação média para baixa"
"M","na","solteiro","mestrado","18889.24","2979.24","limite de crédito médio para alto","volume de transação média para alta"
"M","$80K - $120K","casado","graduacao","2066.16","1578.76","limite de crédito médio para baixo","volume de transação média para baixa"
"M","$60K - $80K","solteiro","mestrado","2742.84","1539.4","limite de crédito médio para baixo","volume de transação média para baixa"
"M","$80K - $120K","casado","mestrado","5634.53","2366.86","limite de crédito médio para baixo","volume de transação média para alta"
"M","menos que $40K","casado","mestrado","4507.48","1793.08","limite de crédito médio para baixo","volume de transação média para baixa"
"M","$120K +","casado","mestrado","21006.82","1856.39","limite de crédito médio para alto","volume de transação média para alta"
"F","menos que $40K","solteiro","graduacao","7326.51","1852.68","limite de crédito médio para baixo","volume de transação média para alta"
"M","$60K - $80K","casado","mestrado","6085.36","3154.36","limite de crédito médio para baixo","volume de transação média para alta"
"F","menos que $40K","casado","mestrado","4429.48","1970.24","limite de crédito médio para baixo","volume de transação média para alta"
"M","$60K - $80K","casado","mestrado","3991.62","1661.4","limite de crédito médio para baixo","volume de transação média para baixa"
"F","menos que $40K","solteiro","doutorado","2201.59","3165.51","limite de crédito médio para baixo","volume de transação média para alta"
"M","$80K - $120K","solteiro","graduacao","2852.16","1382.54","limite de crédito médio para baixo","volume de transação média para baixa"
"F","na","casado","mestrado","7646.67","1667.75","limite de crédito médio para baixo","volume de transação média para baixa"
"F","na","divorciado","mestrado","2420.04","1362.39","limite de crédito médio para baixo","volume de transação média para baixa"
"F","menos que $40K","casado","mestrado","2031.13","1943.3","limite de crédito médio para baixo","volume de transação média para alta"
"F","na","casado","mestrado","6861.83","2228.15","limite de crédito médio para baixo","volume de transação média para alta"
"M","$80K - $120K","divorciado","graduacao","34516.69","2305.45","limite de crédito médio para alto","volume de transação média para alta"
"F","menos que $40K","casado","graduacao","1438.81","2283.47","limite de crédito médio para baixo","volume de transação média para alta"
"M","$80K - $120K","casado","graduacao","19159.28","1813.03","limite de crédito médio para alto","volume de transação média para baixa"
"M","$80K - $120K","casado","graduacao","9642.54","1401.12","limite de crédito médio para alto","volume de transação média para baixa"
"F","$40K - $60K","casado","graduacao","2459.32","2309.23","limite de crédito médio para baixo","volume de transação média para alta"
"F","menos que $40K","casado","mestrado","7128.32","1468.03","limite de crédito médio para baixo","volume de transação média para baixa"
"F","menos que $40K","casado","mestrado","2193.87","1799.18","limite de crédito médio para baixo","volume de transação média para baixa"
"M","$80K - $120K","casado","doutorado","4522.13","1806.75","limite de crédito médio para baixo","volume de transação média para baixa"
"F","na","casado","doutorado","7345.4","1390.4","limite de crédito médio para baixo","volume de transação média para baixa"
"M","$60K - $80K","casado","doutorado","6036.23","1741.25","limite de crédito médio para baixo","volume de transação média para baixa"
"F","menos que $40K","casado","mestrado","1906.83","1343.44","limite de crédito médio para baixo","volume de transação média para baixa"
"M","$80K - $120K","casado","mestrado","6214.55","938.99","limite de crédito médio para baixo","volume de transação média para baixa"
"F","menos que $40K","casado","mestrado","1512.58","2558.62","limite de crédito médio para baixo","volume de transação média para alta"
"F","menos que $40K","casado","graduacao","3346.64","1276.7","limite de crédito médio para baixo","volume de transação média para baixa"
"M","$120K +","solteiro","graduacao","34516.27","2115.23","limite de crédito médio para alto","volume de transação média para alta"
"F","menos que $40K","casado","doutorado","2234.86","2115.34","limite de crédito médio para baixo","volume de transação média para alta"
"F","$40K - $60K","solteiro","graduacao","6605.53","2017.14","limite de crédito médio para baixo","volume de transação média para alta"
"F","menos que $40K","solteiro","mestrado","5456.89","1096.29","limite de crédito médio para baixo","volume de transação média para baixa"
"F","$40K - $60K","casado","graduacao","4088.86","2250.19","limite de crédito médio para baixo","volume de transação média para alta"
"F","$40K - $60K","solteiro","mestrado","3930.62","2067.7","limite de crédito médio para baixo","volume de transação média para alta"
"F","na","solteiro","mestrado","2339.84","2294.53","limite de crédito médio para baixo","volume de transação média para alta"
"M","$60K - $80K","divorciado","mestrado","4596.05","2872.84","limite de crédito médio para baixo","volume de transação média para alta"
"F","menos que $40K","casado","mestrado","3221.3","1765.59","limite de crédito médio para baixo","volume de transação média para baixa"
"M","$60K - $80K","casado","doutorado","1438.32","1446.91","limite de crédito médio para baixo","volume de transação média para baixa"
"M","menos que $40K","casado","mestrado","2041.77","1555.51","limite de crédito médio para baixo","volume de transação média para baixa"
"F","$40K - $60K","solteiro","mestrado","1643.41","2152.98","limite de crédito médio para baixo","volume de transação média para alta"
"M","$120K +","casado","graduacao","3158.27","2973.19","limite de crédito médio para baixo","volume de transação média para alta"
"F","menos que $40K","casado","graduacao","2972.67","2552.08","limite de crédito médio para baixo","volume de transação média para alta"
"M","menos que $40K","casado","mestrado","2463.22","2171.64","limite de crédito médio para baixo","volume de transação média para alta"
"F","menos que $40K","casado","mestrado","1438.41","1501.46","limite de crédito médio para baixo","volume de transação média para baixa"
"M","$80K - $120K","divorciado","graduacao","34516.29","2395.24","limite de crédito médio para alto","volume de transação média para alta"
"F","na","solteiro","mestrado","2870.52","3946.31","limite de crédito médio para baixo","volume de transação média para alta"
